sha,source_x,title,doi,pmcid,pubmed_id,license,abstract,publish_time,authors,journal,Microsoft Academic Paper ID,WHO #Covidence,has_full_text
a60d8041651d988fe83f9d4def187dcec19e1b66,PMC,A Neuron-Specific Antiviral Mechanism Prevents Lethal Flaviviral Infection of Mosquitoes,http://dx.doi.org/10.1371/journal.ppat.1004848,PMC4411065,25915054,CC BY,"Mosquitoes are natural vectors for many etiologic agents of human viral diseases. Mosquito-borne flaviviruses can persistently infect the mosquito central nervous system without causing dramatic pathology or influencing the mosquito behavior and lifespan. The mechanism by which the mosquito nervous system resists flaviviral infection is still largely unknown. Here we report that an Aedes aegypti homologue of the neural factor Hikaru genki (AaHig) efficiently restricts flavivirus infection of the central nervous system. AaHig was predominantly expressed in the mosquito nervous system and localized to the plasma membrane of neural cells. Functional blockade of AaHig enhanced Dengue virus (DENV) and Japanese encephalitis virus (JEV), but not Sindbis virus (SINV), replication in mosquito heads and consequently caused neural apoptosis and a dramatic reduction in the mosquito lifespan. Consistently, delivery of recombinant AaHig to mosquitoes reduced viral infection. Furthermore, the membrane-localized AaHig dir...",2015 Apr 27,"['Xiao, Xiaoping', 'Zhang, Rudian', 'Pang, Xiaojing', 'Liang, Guodong', 'Wang, Penghua', 'Cheng, Gong']",PLoS Pathog,,,FALSE
165dd8a7bdeb7b18f7226a13ff23b8da2504c93d,PMC,A Neuron-Specific Antiviral Mechanism Prevents Lethal Flaviviral Infection of Mosquitoes,http://dx.doi.org/10.1371/journal.ppat.1004848,PMC4411065,25915054,CC BY,"Mosquitoes are natural vectors for many etiologic agents of human viral diseases. Mosquito-borne flaviviruses can persistently infect the mosquito central nervous system without causing dramatic pathology or influencing the mosquito behavior and lifespan. The mechanism by which the mosquito nervous system resists flaviviral infection is still largely unknown. Here we report that an Aedes aegypti homologue of the neural factor Hikaru genki (AaHig) efficiently restricts flavivirus infection of the central nervous system. AaHig was predominantly expressed in the mosquito nervous system and localized to the plasma membrane of neural cells. Functional blockade of AaHig enhanced Dengue virus (DENV) and Japanese encephalitis virus (JEV), but not Sindbis virus (SINV), replication in mosquito heads and consequently caused neural apoptosis and a dramatic reduction in the mosquito lifespan. Consistently, delivery of recombinant AaHig to mosquitoes reduced viral infection. Furthermore, the membrane-localized AaHig dir...",2015 Apr 27,"['Xiao, Xiaoping', 'Zhang, Rudian', 'Pang, Xiaojing', 'Liang, Guodong', 'Wang, Penghua', 'Cheng, Gong']",PLoS Pathog,,,FALSE
94ebd991caf3c3fc8561d9ad165390c51fa67757,PMC,A Neuron-Specific Antiviral Mechanism Prevents Lethal Flaviviral Infection of Mosquitoes,http://dx.doi.org/10.1371/journal.ppat.1004848,PMC4411065,25915054,CC BY,"Mosquitoes are natural vectors for many etiologic agents of human viral diseases. Mosquito-borne flaviviruses can persistently infect the mosquito central nervous system without causing dramatic pathology or influencing the mosquito behavior and lifespan. The mechanism by which the mosquito nervous system resists flaviviral infection is still largely unknown. Here we report that an Aedes aegypti homologue of the neural factor Hikaru genki (AaHig) efficiently restricts flavivirus infection of the central nervous system. AaHig was predominantly expressed in the mosquito nervous system and localized to the plasma membrane of neural cells. Functional blockade of AaHig enhanced Dengue virus (DENV) and Japanese encephalitis virus (JEV), but not Sindbis virus (SINV), replication in mosquito heads and consequently caused neural apoptosis and a dramatic reduction in the mosquito lifespan. Consistently, delivery of recombinant AaHig to mosquitoes reduced viral infection. Furthermore, the membrane-localized AaHig dir...",2015 Apr 27,"['Xiao, Xiaoping', 'Zhang, Rudian', 'Pang, Xiaojing', 'Liang, Guodong', 'Wang, Penghua', 'Cheng, Gong']",PLoS Pathog,,,FALSE
4891cafcdb90b9702d6081f319821128e5d368a0,PMC,A Neuron-Specific Antiviral Mechanism Prevents Lethal Flaviviral Infection of Mosquitoes,http://dx.doi.org/10.1371/journal.ppat.1004848,PMC4411065,25915054,CC BY,"Mosquitoes are natural vectors for many etiologic agents of human viral diseases. Mosquito-borne flaviviruses can persistently infect the mosquito central nervous system without causing dramatic pathology or influencing the mosquito behavior and lifespan. The mechanism by which the mosquito nervous system resists flaviviral infection is still largely unknown. Here we report that an Aedes aegypti homologue of the neural factor Hikaru genki (AaHig) efficiently restricts flavivirus infection of the central nervous system. AaHig was predominantly expressed in the mosquito nervous system and localized to the plasma membrane of neural cells. Functional blockade of AaHig enhanced Dengue virus (DENV) and Japanese encephalitis virus (JEV), but not Sindbis virus (SINV), replication in mosquito heads and consequently caused neural apoptosis and a dramatic reduction in the mosquito lifespan. Consistently, delivery of recombinant AaHig to mosquitoes reduced viral infection. Furthermore, the membrane-localized AaHig dir...",2015 Apr 27,"['Xiao, Xiaoping', 'Zhang, Rudian', 'Pang, Xiaojing', 'Liang, Guodong', 'Wang, Penghua', 'Cheng, Gong']",PLoS Pathog,,,FALSE
d17d178051c8b4585dd66e5bd7133508b3bc2402,PMC,A Neuron-Specific Antiviral Mechanism Prevents Lethal Flaviviral Infection of Mosquitoes,http://dx.doi.org/10.1371/journal.ppat.1004848,PMC4411065,25915054,CC BY,"Mosquitoes are natural vectors for many etiologic agents of human viral diseases. Mosquito-borne flaviviruses can persistently infect the mosquito central nervous system without causing dramatic pathology or influencing the mosquito behavior and lifespan. The mechanism by which the mosquito nervous system resists flaviviral infection is still largely unknown. Here we report that an Aedes aegypti homologue of the neural factor Hikaru genki (AaHig) efficiently restricts flavivirus infection of the central nervous system. AaHig was predominantly expressed in the mosquito nervous system and localized to the plasma membrane of neural cells. Functional blockade of AaHig enhanced Dengue virus (DENV) and Japanese encephalitis virus (JEV), but not Sindbis virus (SINV), replication in mosquito heads and consequently caused neural apoptosis and a dramatic reduction in the mosquito lifespan. Consistently, delivery of recombinant AaHig to mosquitoes reduced viral infection. Furthermore, the membrane-localized AaHig dir...",2015 Apr 27,"['Xiao, Xiaoping', 'Zhang, Rudian', 'Pang, Xiaojing', 'Liang, Guodong', 'Wang, Penghua', 'Cheng, Gong']",PLoS Pathog,,,TRUE
b46a45f5875bb38ef2b8590cf7ae92e829eba5e4,PMC,A Neuron-Specific Antiviral Mechanism Prevents Lethal Flaviviral Infection of Mosquitoes,http://dx.doi.org/10.1371/journal.ppat.1004848,PMC4411065,25915054,CC BY,"Mosquitoes are natural vectors for many etiologic agents of human viral diseases. Mosquito-borne flaviviruses can persistently infect the mosquito central nervous system without causing dramatic pathology or influencing the mosquito behavior and lifespan. The mechanism by which the mosquito nervous system resists flaviviral infection is still largely unknown. Here we report that an Aedes aegypti homologue of the neural factor Hikaru genki (AaHig) efficiently restricts flavivirus infection of the central nervous system. AaHig was predominantly expressed in the mosquito nervous system and localized to the plasma membrane of neural cells. Functional blockade of AaHig enhanced Dengue virus (DENV) and Japanese encephalitis virus (JEV), but not Sindbis virus (SINV), replication in mosquito heads and consequently caused neural apoptosis and a dramatic reduction in the mosquito lifespan. Consistently, delivery of recombinant AaHig to mosquitoes reduced viral infection. Furthermore, the membrane-localized AaHig dir...",2015 Apr 27,"['Xiao, Xiaoping', 'Zhang, Rudian', 'Pang, Xiaojing', 'Liang, Guodong', 'Wang, Penghua', 'Cheng, Gong']",PLoS Pathog,,,FALSE
1b77215769da2e43a11ea56da546a7fa6fcc9fe8,PMC,A Neuron-Specific Antiviral Mechanism Prevents Lethal Flaviviral Infection of Mosquitoes,http://dx.doi.org/10.1371/journal.ppat.1004848,PMC4411065,25915054,CC BY,"Mosquitoes are natural vectors for many etiologic agents of human viral diseases. Mosquito-borne flaviviruses can persistently infect the mosquito central nervous system without causing dramatic pathology or influencing the mosquito behavior and lifespan. The mechanism by which the mosquito nervous system resists flaviviral infection is still largely unknown. Here we report that an Aedes aegypti homologue of the neural factor Hikaru genki (AaHig) efficiently restricts flavivirus infection of the central nervous system. AaHig was predominantly expressed in the mosquito nervous system and localized to the plasma membrane of neural cells. Functional blockade of AaHig enhanced Dengue virus (DENV) and Japanese encephalitis virus (JEV), but not Sindbis virus (SINV), replication in mosquito heads and consequently caused neural apoptosis and a dramatic reduction in the mosquito lifespan. Consistently, delivery of recombinant AaHig to mosquitoes reduced viral infection. Furthermore, the membrane-localized AaHig dir...",2015 Apr 27,"['Xiao, Xiaoping', 'Zhang, Rudian', 'Pang, Xiaojing', 'Liang, Guodong', 'Wang, Penghua', 'Cheng, Gong']",PLoS Pathog,,,FALSE
e7eb17bb7d285c2cbe084a2784f3d0decc05e9b7,PMC,A Neuron-Specific Antiviral Mechanism Prevents Lethal Flaviviral Infection of Mosquitoes,http://dx.doi.org/10.1371/journal.ppat.1004848,PMC4411065,25915054,CC BY,"Mosquitoes are natural vectors for many etiologic agents of human viral diseases. Mosquito-borne flaviviruses can persistently infect the mosquito central nervous system without causing dramatic pathology or influencing the mosquito behavior and lifespan. The mechanism by which the mosquito nervous system resists flaviviral infection is still largely unknown. Here we report that an Aedes aegypti homologue of the neural factor Hikaru genki (AaHig) efficiently restricts flavivirus infection of the central nervous system. AaHig was predominantly expressed in the mosquito nervous system and localized to the plasma membrane of neural cells. Functional blockade of AaHig enhanced Dengue virus (DENV) and Japanese encephalitis virus (JEV), but not Sindbis virus (SINV), replication in mosquito heads and consequently caused neural apoptosis and a dramatic reduction in the mosquito lifespan. Consistently, delivery of recombinant AaHig to mosquitoes reduced viral infection. Furthermore, the membrane-localized AaHig dir...",2015 Apr 27,"['Xiao, Xiaoping', 'Zhang, Rudian', 'Pang, Xiaojing', 'Liang, Guodong', 'Wang, Penghua', 'Cheng, Gong']",PLoS Pathog,,,FALSE
f764ceedc21a1f591bc92f09e46c3642483c556a,PMC,A Neuron-Specific Antiviral Mechanism Prevents Lethal Flaviviral Infection of Mosquitoes,http://dx.doi.org/10.1371/journal.ppat.1004848,PMC4411065,25915054,CC BY,"Mosquitoes are natural vectors for many etiologic agents of human viral diseases. Mosquito-borne flaviviruses can persistently infect the mosquito central nervous system without causing dramatic pathology or influencing the mosquito behavior and lifespan. The mechanism by which the mosquito nervous system resists flaviviral infection is still largely unknown. Here we report that an Aedes aegypti homologue of the neural factor Hikaru genki (AaHig) efficiently restricts flavivirus infection of the central nervous system. AaHig was predominantly expressed in the mosquito nervous system and localized to the plasma membrane of neural cells. Functional blockade of AaHig enhanced Dengue virus (DENV) and Japanese encephalitis virus (JEV), but not Sindbis virus (SINV), replication in mosquito heads and consequently caused neural apoptosis and a dramatic reduction in the mosquito lifespan. Consistently, delivery of recombinant AaHig to mosquitoes reduced viral infection. Furthermore, the membrane-localized AaHig dir...",2015 Apr 27,"['Xiao, Xiaoping', 'Zhang, Rudian', 'Pang, Xiaojing', 'Liang, Guodong', 'Wang, Penghua', 'Cheng, Gong']",PLoS Pathog,,,FALSE
5e8224da4332ec3b3998882fc55e494c9a695ede,PMC,A Neuron-Specific Antiviral Mechanism Prevents Lethal Flaviviral Infection of Mosquitoes,http://dx.doi.org/10.1371/journal.ppat.1004848,PMC4411065,25915054,CC BY,"Mosquitoes are natural vectors for many etiologic agents of human viral diseases. Mosquito-borne flaviviruses can persistently infect the mosquito central nervous system without causing dramatic pathology or influencing the mosquito behavior and lifespan. The mechanism by which the mosquito nervous system resists flaviviral infection is still largely unknown. Here we report that an Aedes aegypti homologue of the neural factor Hikaru genki (AaHig) efficiently restricts flavivirus infection of the central nervous system. AaHig was predominantly expressed in the mosquito nervous system and localized to the plasma membrane of neural cells. Functional blockade of AaHig enhanced Dengue virus (DENV) and Japanese encephalitis virus (JEV), but not Sindbis virus (SINV), replication in mosquito heads and consequently caused neural apoptosis and a dramatic reduction in the mosquito lifespan. Consistently, delivery of recombinant AaHig to mosquitoes reduced viral infection. Furthermore, the membrane-localized AaHig dir...",2015 Apr 27,"['Xiao, Xiaoping', 'Zhang, Rudian', 'Pang, Xiaojing', 'Liang, Guodong', 'Wang, Penghua', 'Cheng, Gong']",PLoS Pathog,,,FALSE
db4b37fcb72b1a2aeaee7543840c6c5fd454867c,PMC,A Neuron-Specific Antiviral Mechanism Prevents Lethal Flaviviral Infection of Mosquitoes,http://dx.doi.org/10.1371/journal.ppat.1004848,PMC4411065,25915054,CC BY,"Mosquitoes are natural vectors for many etiologic agents of human viral diseases. Mosquito-borne flaviviruses can persistently infect the mosquito central nervous system without causing dramatic pathology or influencing the mosquito behavior and lifespan. The mechanism by which the mosquito nervous system resists flaviviral infection is still largely unknown. Here we report that an Aedes aegypti homologue of the neural factor Hikaru genki (AaHig) efficiently restricts flavivirus infection of the central nervous system. AaHig was predominantly expressed in the mosquito nervous system and localized to the plasma membrane of neural cells. Functional blockade of AaHig enhanced Dengue virus (DENV) and Japanese encephalitis virus (JEV), but not Sindbis virus (SINV), replication in mosquito heads and consequently caused neural apoptosis and a dramatic reduction in the mosquito lifespan. Consistently, delivery of recombinant AaHig to mosquitoes reduced viral infection. Furthermore, the membrane-localized AaHig dir...",2015 Apr 27,"['Xiao, Xiaoping', 'Zhang, Rudian', 'Pang, Xiaojing', 'Liang, Guodong', 'Wang, Penghua', 'Cheng, Gong']",PLoS Pathog,,,FALSE
9dcc65d991c6dc72487b7f9029097afad9f9d424,PMC,A Neuron-Specific Antiviral Mechanism Prevents Lethal Flaviviral Infection of Mosquitoes,http://dx.doi.org/10.1371/journal.ppat.1004848,PMC4411065,25915054,CC BY,"Mosquitoes are natural vectors for many etiologic agents of human viral diseases. Mosquito-borne flaviviruses can persistently infect the mosquito central nervous system without causing dramatic pathology or influencing the mosquito behavior and lifespan. The mechanism by which the mosquito nervous system resists flaviviral infection is still largely unknown. Here we report that an Aedes aegypti homologue of the neural factor Hikaru genki (AaHig) efficiently restricts flavivirus infection of the central nervous system. AaHig was predominantly expressed in the mosquito nervous system and localized to the plasma membrane of neural cells. Functional blockade of AaHig enhanced Dengue virus (DENV) and Japanese encephalitis virus (JEV), but not Sindbis virus (SINV), replication in mosquito heads and consequently caused neural apoptosis and a dramatic reduction in the mosquito lifespan. Consistently, delivery of recombinant AaHig to mosquitoes reduced viral infection. Furthermore, the membrane-localized AaHig dir...",2015 Apr 27,"['Xiao, Xiaoping', 'Zhang, Rudian', 'Pang, Xiaojing', 'Liang, Guodong', 'Wang, Penghua', 'Cheng, Gong']",PLoS Pathog,,,FALSE
f03bbdf1292de07aefe78b58be581fabb2871325,PMC,A Neuron-Specific Antiviral Mechanism Prevents Lethal Flaviviral Infection of Mosquitoes,http://dx.doi.org/10.1371/journal.ppat.1004848,PMC4411065,25915054,CC BY,"Mosquitoes are natural vectors for many etiologic agents of human viral diseases. Mosquito-borne flaviviruses can persistently infect the mosquito central nervous system without causing dramatic pathology or influencing the mosquito behavior and lifespan. The mechanism by which the mosquito nervous system resists flaviviral infection is still largely unknown. Here we report that an Aedes aegypti homologue of the neural factor Hikaru genki (AaHig) efficiently restricts flavivirus infection of the central nervous system. AaHig was predominantly expressed in the mosquito nervous system and localized to the plasma membrane of neural cells. Functional blockade of AaHig enhanced Dengue virus (DENV) and Japanese encephalitis virus (JEV), but not Sindbis virus (SINV), replication in mosquito heads and consequently caused neural apoptosis and a dramatic reduction in the mosquito lifespan. Consistently, delivery of recombinant AaHig to mosquitoes reduced viral infection. Furthermore, the membrane-localized AaHig dir...",2015 Apr 27,"['Xiao, Xiaoping', 'Zhang, Rudian', 'Pang, Xiaojing', 'Liang, Guodong', 'Wang, Penghua', 'Cheng, Gong']",PLoS Pathog,,,FALSE
b0e58214e1fcc36ae225b63fdaa85c3b98a2f0d0,PMC,A Neuron-Specific Antiviral Mechanism Prevents Lethal Flaviviral Infection of Mosquitoes,http://dx.doi.org/10.1371/journal.ppat.1004848,PMC4411065,25915054,CC BY,"Mosquitoes are natural vectors for many etiologic agents of human viral diseases. Mosquito-borne flaviviruses can persistently infect the mosquito central nervous system without causing dramatic pathology or influencing the mosquito behavior and lifespan. The mechanism by which the mosquito nervous system resists flaviviral infection is still largely unknown. Here we report that an Aedes aegypti homologue of the neural factor Hikaru genki (AaHig) efficiently restricts flavivirus infection of the central nervous system. AaHig was predominantly expressed in the mosquito nervous system and localized to the plasma membrane of neural cells. Functional blockade of AaHig enhanced Dengue virus (DENV) and Japanese encephalitis virus (JEV), but not Sindbis virus (SINV), replication in mosquito heads and consequently caused neural apoptosis and a dramatic reduction in the mosquito lifespan. Consistently, delivery of recombinant AaHig to mosquitoes reduced viral infection. Furthermore, the membrane-localized AaHig dir...",2015 Apr 27,"['Xiao, Xiaoping', 'Zhang, Rudian', 'Pang, Xiaojing', 'Liang, Guodong', 'Wang, Penghua', 'Cheng, Gong']",PLoS Pathog,,,FALSE
30dd652d4018a27fc531e9a9e9a17f154dea4431,PMC,A Neuron-Specific Antiviral Mechanism Prevents Lethal Flaviviral Infection of Mosquitoes,http://dx.doi.org/10.1371/journal.ppat.1004848,PMC4411065,25915054,CC BY,"Mosquitoes are natural vectors for many etiologic agents of human viral diseases. Mosquito-borne flaviviruses can persistently infect the mosquito central nervous system without causing dramatic pathology or influencing the mosquito behavior and lifespan. The mechanism by which the mosquito nervous system resists flaviviral infection is still largely unknown. Here we report that an Aedes aegypti homologue of the neural factor Hikaru genki (AaHig) efficiently restricts flavivirus infection of the central nervous system. AaHig was predominantly expressed in the mosquito nervous system and localized to the plasma membrane of neural cells. Functional blockade of AaHig enhanced Dengue virus (DENV) and Japanese encephalitis virus (JEV), but not Sindbis virus (SINV), replication in mosquito heads and consequently caused neural apoptosis and a dramatic reduction in the mosquito lifespan. Consistently, delivery of recombinant AaHig to mosquitoes reduced viral infection. Furthermore, the membrane-localized AaHig dir...",2015 Apr 27,"['Xiao, Xiaoping', 'Zhang, Rudian', 'Pang, Xiaojing', 'Liang, Guodong', 'Wang, Penghua', 'Cheng, Gong']",PLoS Pathog,,,FALSE
b0afa69f8bdf0d33afde64ae9ce1350e765e156c,PMC,A Neuron-Specific Antiviral Mechanism Prevents Lethal Flaviviral Infection of Mosquitoes,http://dx.doi.org/10.1371/journal.ppat.1004848,PMC4411065,25915054,CC BY,"Mosquitoes are natural vectors for many etiologic agents of human viral diseases. Mosquito-borne flaviviruses can persistently infect the mosquito central nervous system without causing dramatic pathology or influencing the mosquito behavior and lifespan. The mechanism by which the mosquito nervous system resists flaviviral infection is still largely unknown. Here we report that an Aedes aegypti homologue of the neural factor Hikaru genki (AaHig) efficiently restricts flavivirus infection of the central nervous system. AaHig was predominantly expressed in the mosquito nervous system and localized to the plasma membrane of neural cells. Functional blockade of AaHig enhanced Dengue virus (DENV) and Japanese encephalitis virus (JEV), but not Sindbis virus (SINV), replication in mosquito heads and consequently caused neural apoptosis and a dramatic reduction in the mosquito lifespan. Consistently, delivery of recombinant AaHig to mosquitoes reduced viral infection. Furthermore, the membrane-localized AaHig dir...",2015 Apr 27,"['Xiao, Xiaoping', 'Zhang, Rudian', 'Pang, Xiaojing', 'Liang, Guodong', 'Wang, Penghua', 'Cheng, Gong']",PLoS Pathog,,,FALSE
abb2571a4c8f492dc552c761f076bbc2399d6fa1,PMC,A Neuron-Specific Antiviral Mechanism Prevents Lethal Flaviviral Infection of Mosquitoes,http://dx.doi.org/10.1371/journal.ppat.1004848,PMC4411065,25915054,CC BY,"Mosquitoes are natural vectors for many etiologic agents of human viral diseases. Mosquito-borne flaviviruses can persistently infect the mosquito central nervous system without causing dramatic pathology or influencing the mosquito behavior and lifespan. The mechanism by which the mosquito nervous system resists flaviviral infection is still largely unknown. Here we report that an Aedes aegypti homologue of the neural factor Hikaru genki (AaHig) efficiently restricts flavivirus infection of the central nervous system. AaHig was predominantly expressed in the mosquito nervous system and localized to the plasma membrane of neural cells. Functional blockade of AaHig enhanced Dengue virus (DENV) and Japanese encephalitis virus (JEV), but not Sindbis virus (SINV), replication in mosquito heads and consequently caused neural apoptosis and a dramatic reduction in the mosquito lifespan. Consistently, delivery of recombinant AaHig to mosquitoes reduced viral infection. Furthermore, the membrane-localized AaHig dir...",2015 Apr 27,"['Xiao, Xiaoping', 'Zhang, Rudian', 'Pang, Xiaojing', 'Liang, Guodong', 'Wang, Penghua', 'Cheng, Gong']",PLoS Pathog,,,FALSE
edc05633e04aec4493d6cb261f350e54391a2edb,PMC,A Neuron-Specific Antiviral Mechanism Prevents Lethal Flaviviral Infection of Mosquitoes,http://dx.doi.org/10.1371/journal.ppat.1004848,PMC4411065,25915054,CC BY,"Mosquitoes are natural vectors for many etiologic agents of human viral diseases. Mosquito-borne flaviviruses can persistently infect the mosquito central nervous system without causing dramatic pathology or influencing the mosquito behavior and lifespan. The mechanism by which the mosquito nervous system resists flaviviral infection is still largely unknown. Here we report that an Aedes aegypti homologue of the neural factor Hikaru genki (AaHig) efficiently restricts flavivirus infection of the central nervous system. AaHig was predominantly expressed in the mosquito nervous system and localized to the plasma membrane of neural cells. Functional blockade of AaHig enhanced Dengue virus (DENV) and Japanese encephalitis virus (JEV), but not Sindbis virus (SINV), replication in mosquito heads and consequently caused neural apoptosis and a dramatic reduction in the mosquito lifespan. Consistently, delivery of recombinant AaHig to mosquitoes reduced viral infection. Furthermore, the membrane-localized AaHig dir...",2015 Apr 27,"['Xiao, Xiaoping', 'Zhang, Rudian', 'Pang, Xiaojing', 'Liang, Guodong', 'Wang, Penghua', 'Cheng, Gong']",PLoS Pathog,,,FALSE
4a79c933be9a09ed991368789689d63be064d038,PMC,A Neuron-Specific Antiviral Mechanism Prevents Lethal Flaviviral Infection of Mosquitoes,http://dx.doi.org/10.1371/journal.ppat.1004848,PMC4411065,25915054,CC BY,"Mosquitoes are natural vectors for many etiologic agents of human viral diseases. Mosquito-borne flaviviruses can persistently infect the mosquito central nervous system without causing dramatic pathology or influencing the mosquito behavior and lifespan. The mechanism by which the mosquito nervous system resists flaviviral infection is still largely unknown. Here we report that an Aedes aegypti homologue of the neural factor Hikaru genki (AaHig) efficiently restricts flavivirus infection of the central nervous system. AaHig was predominantly expressed in the mosquito nervous system and localized to the plasma membrane of neural cells. Functional blockade of AaHig enhanced Dengue virus (DENV) and Japanese encephalitis virus (JEV), but not Sindbis virus (SINV), replication in mosquito heads and consequently caused neural apoptosis and a dramatic reduction in the mosquito lifespan. Consistently, delivery of recombinant AaHig to mosquitoes reduced viral infection. Furthermore, the membrane-localized AaHig dir...",2015 Apr 27,"['Xiao, Xiaoping', 'Zhang, Rudian', 'Pang, Xiaojing', 'Liang, Guodong', 'Wang, Penghua', 'Cheng, Gong']",PLoS Pathog,,,FALSE
da3696f40f9fff27f4b2f2789526d6b0c81f899d,PMC,A Neuron-Specific Antiviral Mechanism Prevents Lethal Flaviviral Infection of Mosquitoes,http://dx.doi.org/10.1371/journal.ppat.1004848,PMC4411065,25915054,CC BY,"Mosquitoes are natural vectors for many etiologic agents of human viral diseases. Mosquito-borne flaviviruses can persistently infect the mosquito central nervous system without causing dramatic pathology or influencing the mosquito behavior and lifespan. The mechanism by which the mosquito nervous system resists flaviviral infection is still largely unknown. Here we report that an Aedes aegypti homologue of the neural factor Hikaru genki (AaHig) efficiently restricts flavivirus infection of the central nervous system. AaHig was predominantly expressed in the mosquito nervous system and localized to the plasma membrane of neural cells. Functional blockade of AaHig enhanced Dengue virus (DENV) and Japanese encephalitis virus (JEV), but not Sindbis virus (SINV), replication in mosquito heads and consequently caused neural apoptosis and a dramatic reduction in the mosquito lifespan. Consistently, delivery of recombinant AaHig to mosquitoes reduced viral infection. Furthermore, the membrane-localized AaHig dir...",2015 Apr 27,"['Xiao, Xiaoping', 'Zhang, Rudian', 'Pang, Xiaojing', 'Liang, Guodong', 'Wang, Penghua', 'Cheng, Gong']",PLoS Pathog,,,FALSE
e24bf8c23979d56fff33bd4ed96fb00a117f701b,PMC,A New Approach for Monitoring Ebolavirus in Wild Great Apes,http://dx.doi.org/10.1371/journal.pntd.0003143,PMC4169258,25232832,CC0,"BACKGROUND: Central Africa is a “hotspot” for emerging infectious diseases (EIDs) of global and local importance, and a current outbreak of ebolavirus is affecting multiple countries simultaneously. Ebolavirus is suspected to have caused recent declines in resident great apes. While ebolavirus vaccines have been proposed as an intervention to protect apes, their effectiveness would be improved if we could diagnostically confirm Ebola virus disease (EVD) as the cause of die-offs, establish ebolavirus geographical distribution, identify immunologically naïve populations, and determine whether apes survive virus exposure. METHODOLOGY/PRINCIPAL FINDINGS: Here we report the first successful noninvasive detection of antibodies against Ebola virus (EBOV) from wild ape feces. Using this method, we have been able to identify gorillas with antibodies to EBOV with an overall prevalence rate reaching 10% on average, demonstrating that EBOV exposure or infection is not uniformly lethal in this species. Furthermore, evi...",2014 Sep 18,"['Reed, Patricia E.', 'Mulangu, Sabue', 'Cameron, Kenneth N.', 'Ondzie, Alain U.', 'Joly, Damien', 'Bermejo, Magdalena', 'Rouquet, Pierre', 'Fabozzi, Giulia', 'Bailey, Michael', 'Shen, Zhimin', 'Keele, Brandon F.', 'Hahn, Beatrice', 'Karesh, William B.', 'Sullivan, Nancy J.']",PLoS Negl Trop Dis,,,TRUE
95e8817d39f27e9ae56bf7b2bb8f4f8bf3c9dd19,PMC,A New Approach for Monitoring Ebolavirus in Wild Great Apes,http://dx.doi.org/10.1371/journal.pntd.0003143,PMC4169258,25232832,CC0,"BACKGROUND: Central Africa is a “hotspot” for emerging infectious diseases (EIDs) of global and local importance, and a current outbreak of ebolavirus is affecting multiple countries simultaneously. Ebolavirus is suspected to have caused recent declines in resident great apes. While ebolavirus vaccines have been proposed as an intervention to protect apes, their effectiveness would be improved if we could diagnostically confirm Ebola virus disease (EVD) as the cause of die-offs, establish ebolavirus geographical distribution, identify immunologically naïve populations, and determine whether apes survive virus exposure. METHODOLOGY/PRINCIPAL FINDINGS: Here we report the first successful noninvasive detection of antibodies against Ebola virus (EBOV) from wild ape feces. Using this method, we have been able to identify gorillas with antibodies to EBOV with an overall prevalence rate reaching 10% on average, demonstrating that EBOV exposure or infection is not uniformly lethal in this species. Furthermore, evi...",2014 Sep 18,"['Reed, Patricia E.', 'Mulangu, Sabue', 'Cameron, Kenneth N.', 'Ondzie, Alain U.', 'Joly, Damien', 'Bermejo, Magdalena', 'Rouquet, Pierre', 'Fabozzi, Giulia', 'Bailey, Michael', 'Shen, Zhimin', 'Keele, Brandon F.', 'Hahn, Beatrice', 'Karesh, William B.', 'Sullivan, Nancy J.']",PLoS Negl Trop Dis,,,FALSE
f781ae4966ab37b3cc7cf282c732db401856870b,PMC,"A New Genotype of Feline Morbillivirus Infects Primary Cells of the Lung, Kidney, Brain and Peripheral Blood",http://dx.doi.org/10.3390/v11020146,PMC6410220,30744110,CC BY,"Paramyxoviruses comprise a large number of diverse viruses which in part give rise to severe diseases in affected hosts. A new genotype of feline morbillivirus, tentatively named feline morbillivirus genotype 2 (FeMV-GT2), was isolated from urine of cats with urinary tract diseases. Whole genome sequencing showed about 78% nucleotide homology to known feline morbilliviruses. The virus was isolated in permanent cell lines of feline and simian origin. To investigate the cell tropism of FeMV-GT2 feline primary epithelial cells from the kidney, the urinary bladder and the lung, peripheral blood mononuclear cells (PBMC), as well as organotypic brain slice cultures were used for infection experiments. We demonstrate that FeMV-GT2 is able to infect renal and pulmonary epithelial cells, primary cells from the cerebrum and cerebellum, as well as immune cells in the blood, especially CD4(+) T cells, CD20(+) B cells and monocytes. The cats used for virus isolation shed FeMV-GT2 continuously for several months despite...",2019 Feb 9,"['Sieg, Michael', 'Busch, Johannes', 'Eschke, Maria', 'Böttcher, Denny', 'Heenemann, Kristin', 'Vahlenkamp, Annett', 'Reinert, Anja', 'Seeger, Johannes', 'Heilmann, Romy', 'Scheffler, Kira', 'Vahlenkamp, Thomas W.']",Viruses,,,TRUE
